statename,rank,countryid,val2015,val2016,val2017,val2018
Virgin Islands,19,Jamaica,1.04,0,5.29,6.35
Virgin Islands,20,France,0.5,0.26,7.13,4.11
Virgin Islands,21,Anguilla,0.4,0.19,6.47,3.98
Virgin Islands,22,Bahamas,0,4.95,9.54,3.13
Virgin Islands,23,French Guiana,0,0,0.95,2.6
Virgin Islands,24,Hong Kong,1.04,1.13,6.66,2.45
Virgin Islands,25,Spain,3.35,0.04,5.76,1.94
Vermont,0,World,3176.35,2993.02,2775.99,2919.61
Vermont,0,Top 25,3064.26,2897.35,2683.29,2809.04
Vermont,1,Canada,1172.14,1188.28,1071.29,1268.89
Vermont,2,Hong Kong,301.54,352.38,259.94,262.01
Vermont,3,Taiwan,109.52,95.77,132,194.57
Vermont,4,"Korea, South",133.66,153.28,174.14,185.96
Vermont,5,China,220.04,176.26,201.9,168.12
Vermont,6,Malaysia,231.72,192.57,173.23,154.52
Vermont,7,United Kingdom,86.3,72.99,79.54,87.63
Vermont,8,Germany,60.44,71.49,70.2,77.06
Vermont,9,Netherlands,107.75,114.2,84.88,65.81
Vermont,10,France,51.61,40.54,66.54,52.16
Vermont,11,Mexico,212.9,127.88,83.14,45.56
Vermont,12,Thailand,62.02,52.25,44.54,39.41
Vermont,13,Japan,81.27,56.82,66.5,37.22
Vermont,14,Singapore,86.07,47.65,27.39,25.31
Vermont,15,Belgium,18.25,20.58,19.96,21.95
Vermont,16,Ireland,14.99,13.74,14.71,18.14
Vermont,17,Australia,15.19,14.67,14.17,16.87
Vermont,18,Israel,19.65,12.36,12.83,14.64
Vermont,19,India,13.38,9.72,12.77,12.83
Vermont,20,Dominican Republic,3.21,3.87,11.24,12.44
Vermont,21,Luxembourg,6.84,8.39,7.9,10.94
Vermont,22,Italy,22.6,15.8,20.92,9.79
Vermont,23,United Arab Emirates,8.55,35.43,11.02,9.49
Vermont,24,Spain,9.16,8.67,12.24,9.29
Vermont,25,Switzerland,15.47,11.77,10.27,8.44
Washington,0,World,86374.68,79553.46,76413.74,77700.21
Washington,0,Top 25,68601.22,63750.08,61609.09,66299.84
Washington,1,China,19483.18,16122.65,17967.08,16001.4
Washington,2,Canada,8018.14,7036.55,7711.62,9064.94
Washington,3,Japan,5999.04,7126.02,5415.28,6089.39
Washington,4,"Korea, South",4287.81,4155.1,3286.06,4582.31
Washington,5,United Kingdom,2540.1,3565.49,1774.99,4044.52
Washington,6,Taiwan,2757.55,3102.7,2580.11,2297.83
Washington,7,Mexico,1872.93,1993.24,2034.32,2139.86
Washington,8,United Arab Emirates,3211.2,4157.61,4104.75,2081.08
Washington,9,India,1150.56,805.11,980.67,1839.24
Washington,10,Ireland,929.34,1941.72,1790.72,1819.67
Washington,11,Australia,1347.83,652.86,1402.69,1567.95
Washington,12,Qatar,1809.01,1781.96,1304.35,1548.75
Washington,13,Russia,1597.43,1028.01,1846.43,1444.68
Washington,14,Netherlands,1679.03,2172.62,1630.87,1441.88
Washington,15,Philippines,1081.39,1423.12,1430.88,1430.66
Washington,16,Turkey,1921.6,2168.12,834,1034.51
Washington,17,Ethiopia,1225.45,277.28,549.44,985.6
Washington,18,Israel,146.34,220.45,434.76,962.31
Washington,19,Bahrain,12.53,17.71,11.26,902.82
Washington,20,Vietnam,1079.57,611.97,448.49,901.54
Washington,21,Singapore,2520.47,857.46,1309.55,887.15
Washington,22,France,1389.8,1488.95,1155.84,827.99
Washington,23,Germany,1850.91,737.06,795.87,823.89
Washington,24,Oman,650.88,246.08,342.16,817.18
Washington,25,Poland,39.14,60.25,466.91,762.71
Wisconsin,0,World,22441.97,21032.74,22306.12,22709.32
Wisconsin,0,Top 25,19832.5,18477.62,19835.15,20086.1
Wisconsin,1,Canada,7314.55,6604.42,6910.54,7026.88
Wisconsin,2,Mexico,2969.71,3056.3,3196.14,3452.91
Wisconsin,3,China,1544.33,1427.17,1732.11,1633.4
Wisconsin,4,Germany,701.48,625.13,692.29,814
Wisconsin,5,United Kingdom,825.45,814.28,736.6,792.22
Wisconsin,6,Japan,815.61,861.2,788.52,734.27
Wisconsin,7,"Korea, South",505.94,478.4,516.5,591.4
Wisconsin,8,Australia,585.11,558.66,558.9,572.81
Wisconsin,9,France,457.27,437.27,454.95,497.96
Wisconsin,10,Netherlands,393.22,404.44,407.61,448.53
Wisconsin,11,Belgium,431.29,384.27,362.79,397.82
Wisconsin,12,Brazil,402.62,236.1,284.18,392.8
Wisconsin,13,Italy,311.88,242.13,265.03,319.08
Wisconsin,14,Hong Kong,236.92,230.1,318.41,290.8
Wisconsin,15,India,215.16,248.24,287.36,280.25
Wisconsin,16,Thailand,214.42,213.25,193.91,267.22
Wisconsin,17,Singapore,221.2,201.16,205.48,221.13
Wisconsin,18,United Arab Emirates,178,221.83,190.34,199.5
Wisconsin,19,Taiwan,184.05,185.32,165.83,196.29
Wisconsin,20,Chile,283.68,160.12,215.91,187.44
Wisconsin,21,Saudi Arabia,597.48,465.26,796.67,186.12
Wisconsin,22,Malaysia,114.11,113.67,124.65,156.37
Wisconsin,23,Poland,97.42,83.54,191.79,148.37
Wisconsin,24,South Africa,132.36,107.18,131.34,145.34
Wisconsin,25,Spain,99.24,118.16,107.31,133.18
West Virginia,0,World,5832.74,5045.35,7110.48,8124.17
West Virginia,0,Top 25,5361.59,4719.38,6644.6,7640.43
West Virginia,1,Canada,1754.61,1536.91,1518.52,1294.15
West Virginia,2,India,223.05,220.49,712.77,1046.72
West Virginia,3,Netherlands,401.23,252.68,389.31,663.95
West Virginia,4,Ukraine,221.08,119.86,461.42,648.84
West Virginia,5,Brazil,308.29,264.41,369.54,489.42
West Virginia,6,China,456.31,465.49,535.35,484.03
West Virginia,7,Belgium,226.73,288.31,247.75,327.04
West Virginia,8,Japan,324.87,244.88,236.4,285.47
West Virginia,9,"Korea, South",191.21,250.44,313.23,273.44
West Virginia,10,Germany,190.15,166.4,193.4,227.86
West Virginia,11,Mexico,184.37,179.46,238.37,225.7
West Virginia,12,France,112.4,97.67,237.09,223.2
West Virginia,13,Italy,176.85,127.92,251.76,212.76
West Virginia,14,United Kingdom,212.09,102.93,192.07,207.68
West Virginia,15,Turkey,64.33,88.07,158.53,188.55
West Virginia,16,Morocco,9.26,45.27,108.16,178.35
West Virginia,17,Egypt,26.27,2.88,52.99,109.04
West Virginia,18,Spain,45.03,51.73,120.84,95.51
West Virginia,19,Poland,20.54,9.52,17.9,81.32
West Virginia,20,Argentina,31.59,22.95,56.8,71.99
West Virginia,21,Hong Kong,64.08,67.04,63.08,71.41
West Virginia,22,Singapore,45.36,46.92,73.25,65.72
West Virginia,23,Croatia,26.41,21.89,35.41,64.56
West Virginia,24,Taiwan,34.05,29.59,30.06,54.94
West Virginia,25,Finland,11.42,15.67,30.6,48.78
Wyoming,0,World,1174.99,1098.65,1196.39,1356.05
Wyoming,0,Top 25,1026.87,977.75,1109.23,1273
Wyoming,1,Canada,191.97,186.73,204.34,233.82
Wyoming,2,Brazil,194.78,189.27,142.3,144.11
Wyoming,3,Indonesia,81.24,79.29,108.04,126.55
Wyoming,4,Chile,46.08,38.63,60.38,78.46
Wyoming,5,Malaysia,5.67,16.2,58.9,74.04
Wyoming,6,"Korea, South",37.4,37.55,45.61,65.31
Wyoming,7,Japan,63.58,52.61,69.25,62.46
Wyoming,8,Vietnam,15.78,32.18,46.09,56.67
Wyoming,9,China,12.23,31.49,36.66,52.95
Wyoming,10,Thailand,24.59,30.91,43.64,52.31
Wyoming,11,Australia,52.91,33.22,54.59,48.4
Wyoming,12,Taiwan,40.01,22.18,29.32,44.46
Wyoming,13,Mexico,29.58,35.23,23.72,35.48
Wyoming,14,Colombia,24.2,14.66,13.71,33.39
Wyoming,15,India,6.55,12.91,17.1,21.6
Wyoming,16,Peru,16.34,7.59,13.13,21.18
Wyoming,17,Argentina,18.57,26.27,38.03,19.06
Wyoming,18,United Kingdom,52.54,45.58,26.75,18.5
Wyoming,19,South Africa,16.52,15.45,12.67,16.22
Wyoming,20,Philippines,11.28,7.15,7.57,12.28
Wyoming,21,United Arab Emirates,22.93,12.14,10.43,12.27
Wyoming,22,Guatemala,6.18,4.95,9.13,11.55
Wyoming,23,Tunisia,25.21,11.89,20.68,11.46
Wyoming,24,Belgium,15.84,11.28,9.71,10.3
Wyoming,25,Germany,14.88,22.39,7.52,10.14
Unidentified,0,World,46775.47,45780.37,48616.82,56380.17
Unidentified,0,Top 25,40039.64,39507.71,41873.36,48923.37
Unidentified,1,Canada,20755.99,21094.05,22346.38,27613.17
Unidentified,2,Mexico,6726.99,6462.26,6779.38,7405.74
Unidentified,3,United Kingdom,1471.77,1419.33,1457.56,1656.79
Unidentified,4,Germany,1115.4,1110.45,1176.85,1270.98
Unidentified,5,Australia,964.01,853.69,948.03,988.37
Unidentified,6,France,734.98,721.05,779.48,862.3
Unidentified,7,Japan,644.13,644.55,702.48,795.6
Unidentified,8,Singapore,614.28,606.09,685.37,738.21
Unidentified,9,China,677.62,690.14,762.49,679.91
Unidentified,10,Netherlands,533.85,517.12,540.74,648.89
Unidentified,11,Brazil,449.81,430.76,537.84,572.62
Unidentified,12,Chile,465.25,400.21,451.77,540.51
Unidentified,13,Hong Kong,557.8,545.49,591.81,527.03
Unidentified,14,"Korea, South",387.45,369.2,434.77,519
Unidentified,15,India,321.23,313.23,381.82,504.26
Unidentified,16,Italy,364.08,364.49,396.3,498.03
Unidentified,17,Switzerland,499.06,468.37,467.09,472.39
Unidentified,18,Belgium,461.46,421.48,393.13,410.38
Unidentified,19,Taiwan,285.51,288.68,286.23,342.28
Unidentified,20,Gibraltar,514.86,463.67,293.75,338.05
Unidentified,21,United Arab Emirates,404.71,357.42,387.92,334
Unidentified,22,Bahamas,242.14,229.99,308.02,317.65
Unidentified,23,Colombia,337.49,263.76,267.2,309.05
Unidentified,24,Spain,240.31,223.03,238.18,289.79
Unidentified,25,Honduras,269.44,249.2,258.77,288.35
