statename,rank,countryid,val2015,val2016,val2017,val2018
Alabama,0,World,19322.19,20471.18,21786.3,21349.24
Alabama,0,Top 25,17096,17963.47,19291.76,18820.76
Alabama,1,Canada,4072.1,4135.57,4198.04,4065.84
Alabama,2,China,3108.15,3268.05,3572.6,3045.65
Alabama,3,Mexico,2887.04,2632.87,2928.45,2575.62
Alabama,4,Germany,2478.4,3204.63,2948.25,2549.89
Alabama,5,Japan,519.43,540.17,700.05,821.18
Alabama,6,India,202.45,276.36,452.49,692.36
Alabama,7,Brazil,333.63,242.64,444.28,668.25
Alabama,8,"Korea, South",464.81,508.25,470.98,520.72
Alabama,9,Belgium,197.35,261.19,579.69,503.58
Alabama,10,France,447.79,421.93,411.39,433.66
Alabama,11,Netherlands,211.65,173.9,212.33,354.79
Alabama,12,United Kingdom,609.42,561.82,255.58,288.35
Alabama,13,Dominican Republic,127.71,153.06,157.48,246.79
Alabama,14,Argentina,79.37,53.66,111.57,235.8
Alabama,15,Australia,266.87,297.85,279.65,232.46
Alabama,16,Italy,131.1,116.94,283.4,210.8
Alabama,17,Austria,50.07,57.35,125.6,206.05
Alabama,18,Colombia,187.19,174.13,217.72,188.53
Alabama,19,United Arab Emirates,283.43,467.91,354.75,185.64
Alabama,20,Switzerland,26.08,27.66,98.72,144.63
Alabama,21,Chile,95.17,89.85,96.05,138.83
Alabama,22,Latvia,0.72,1.51,25.43,132.74
Alabama,23,Hong Kong,136.05,125.37,122.23,129.72
Alabama,24,Singapore,142.78,139.43,151.42,125.79
Alabama,25,Jamaica,37.22,31.39,93.6,123.08
Alaska,0,World,4620.07,4350.28,4942.47,4773.11
Alaska,0,Top 25,4539.63,4271.15,4797.96,4705.73
Alaska,1,China,1203.2,1184.21,1322.28,1019.18
Alaska,2,"Korea, South",733.19,731.63,675.39,885.85
Alaska,3,Japan,964.12,815.62,812.38,792.38
Alaska,4,Canada,419.21,484.84,706.94,647.12
Alaska,5,Netherlands,119.05,134.56,180.91,263.08
Alaska,6,Germany,279.24,256.92,181.78,208.58
Alaska,7,Spain,150.36,151.74,161.34,167.39
Alaska,8,Australia,85.8,73.55,158.55,132.03
Alaska,9,France,46.31,54.9,70.72,82.76
Alaska,10,Italy,56.65,30.99,67.69,73.5
Alaska,11,Belgium,49.36,37.35,60.51,70.39
Alaska,12,Singapore,21.3,8.67,31.75,57.51
Alaska,13,Finland,56.8,44.59,57.33,53.58
Alaska,14,Thailand,48.79,26.71,60.41,45.24
Alaska,15,Mexico,7.7,36.44,21.24,32.85
Alaska,16,Taiwan,104.82,29.23,50.66,25.63
Alaska,17,Poland,0.22,2.45,2.55,21.31
Alaska,18,United Kingdom,40.68,25.65,26.6,21.21
Alaska,19,Malaysia,105.95,84.67,86.57,20.19
Alaska,20,Ukraine,4.13,11.17,19.31,19.03
Alaska,21,Israel,0.54,5.32,0.83,19.02
Alaska,22,Lithuania,14.15,13.66,17.86,18.87
Alaska,23,Portugal,13.75,5.02,8.31,10.28
Alaska,24,Vietnam,5.94,12.75,11.02,9.91
Alaska,25,Indonesia,8.38,8.51,5.04,8.83
Arizona,0,World,22654.21,22003.21,20916.89,22388.34
Arizona,0,Top 25,21050.43,20514.39,19371.78,20494.36
Arizona,1,Mexico,9162,8285.2,7576.16,7649.76
Arizona,2,Canada,2303.25,2138.14,2154.11,2148.06
Arizona,3,China,1263.4,1210.33,1190.04,1193.59
Arizona,4,United Kingdom,1066.39,857.75,977.27,928.49
Arizona,5,Japan,545.16,635.77,604.33,753.25
Arizona,6,Germany,829.95,726.49,692.18,746.58
Arizona,7,Netherlands,423.7,419.18,377.85,612.73
Arizona,8,Thailand,602.1,493.68,545.94,583.24
Arizona,9,France,464,471.28,470,566.7
Arizona,10,Singapore,406.19,525.66,512.47,551.88
Arizona,11,Hong Kong,420.42,386.91,425.49,520.4
Arizona,12,Taiwan,430.59,396.21,492.95,505.54
Arizona,13,Brazil,435.29,439.98,389.1,500.98
Arizona,14,Malaysia,388.86,407.46,335.37,444.46
Arizona,15,Saudi Arabia,248.24,250.11,271.55,386.22
Arizona,16,"Korea, South",364.4,1306.21,349.72,371.25
Arizona,17,Israel,252.75,220.68,280.09,351.97
Arizona,18,Australia,225.08,240.9,242.22,308.93
Arizona,19,United Arab Emirates,202.74,284,575.26,290.87
Arizona,20,Ireland,255.63,243.96,184.57,229.18
Arizona,21,Switzerland,234.05,221.38,247.93,210.05
Arizona,22,Italy,345.4,156.84,170.77,201.3
Arizona,23,Turkey,41,54.22,128.37,183.93
Arizona,24,India,102.72,114.4,157.46,131.36
Arizona,25,Colombia,37.13,27.65,20.58,123.64
Arkansas,0,World,5870.91,5721.72,6234.39,6466.44
Arkansas,0,Top 25,4886.01,4724.44,5284.13,5449.54
Arkansas,1,Canada,1205.91,1163.64,1256.43,1207.21
Arkansas,2,Mexico,843.82,684.82,850.55,869.54
Arkansas,3,Saudi Arabia,60.24,56.04,76.06,397.33
Arkansas,4,France,464.94,783.24,728.11,325.66
Arkansas,5,China,202.61,274.65,367.89,314.61
Arkansas,6,"Korea, South",154.21,145.93,142.46,230.16
Arkansas,7,United Kingdom,169.63,142.82,249.74,205.58
Arkansas,8,Belgium,133.57,125.98,90.88,195.7
Arkansas,9,Hong Kong,100.49,112.57,122.16,179.19
Arkansas,10,Japan,531.55,280.68,192.29,167.55
Arkansas,11,Switzerland,6.05,71.15,160.48,125.23
Arkansas,12,Germany,102.63,77.28,89.77,123.47
Arkansas,13,Haiti,44.5,50.79,118.05,123.27
Arkansas,14,Taiwan,77.93,70.16,68.46,116.44
Arkansas,15,Singapore,251.45,184.35,130.42,109.76
Arkansas,16,Australia,89.28,144.77,79.9,106.08
Arkansas,17,Netherlands,118.7,99.61,137.39,103.61
Arkansas,18,British Virgin Islands,0.05,47.73,35.56,85.73
Arkansas,19,Brazil,132.82,59.96,116.57,78.34
Arkansas,20,Colombia,71.44,62.59,63.26,70.05
Arkansas,21,Guatemala,67.65,71.65,73.54,70
Arkansas,22,Austria,13.97,11.25,13.47,63.47
Arkansas,23,Bermuda,42.4,2.5,120.25,61.48
Arkansas,24,Monaco,0,0,0,60.06
Arkansas,25,Cayman Islands,0.14,0.27,0.45,60.03
California,0,World,165360.38,163438.92,172012.42,178404.77
California,0,Top 25,146633.22,145010.96,153536.91,159465.24
California,1,Mexico,26787.59,25260.27,26771.8,30738.73
California,2,Canada,17262.18,16232.79,16842.02,17750.23
California,3,China,14384.35,14322.97,16433.1,16345.09
California,4,Japan,11743.01,11765.13,12830.45,13099.54
California,5,"Korea, South",8683.48,8210.24,9601.9,9942.21
California,6,Hong Kong,8761.23,9661.92,12108.99,9905.79
California,7,Taiwan,7727.41,6983.14,6313.26,6824.24
California,8,Germany,5344.33,5351.07,6003.28,6594.37
California,9,Netherlands,5634.23,5458.36,5785.3,6433.77
California,10,India,4568.4,5129.31,5014.21,6117.42
California,11,United Kingdom,5150.06,5424.12,5030.38,5240.55
California,12,Singapore,3925.92,3889.33,4261.24,4435.31
California,13,Australia,3436.01,3369.44,3527.57,3526.85
California,14,France,2683.96,2985.23,3706.95,3327.14
California,15,Belgium,2940.9,2955.77,3184.24,2814.65
California,16,Malaysia,1824.14,1830.66,2085.05,2179.28
California,17,Switzerland,2008.05,2031.31,1988.19,2077.65
California,18,Israel,1790.5,2034.3,1968.04,1739.57
California,19,Italy,2011.69,1993.89,1647.52,1643.16
California,20,Vietnam,1247.2,2570.97,1383.61,1608.43
California,21,Thailand,1692.69,1492.31,1421.01,1526.72
California,22,United Arab Emirates,2425.22,1522.06,1515.99,1478.74
California,23,Spain,1675.29,1517.27,1403.99,1408.8
California,24,Brazil,1547.63,1641.43,1425.58,1380.97
California,25,Philippines,1377.75,1377.66,1283.22,1326.02
Colorado,0,World,7949.65,7580.72,8054.12,8317.25
Colorado,0,Top 25,6967.4,6749.28,7231.69,7511.98
Colorado,1,Canada,1408.4,1356.73,1390.32,1434.85
Colorado,2,Mexico,1077.44,1069.51,1315.87,1252.82
Colorado,3,China,658.76,589.46,585.83,577.55
Colorado,4,"Korea, South",332.78,400.02,388.98,493.62
Colorado,5,Japan,466.53,444.11,445.03,452.87
Colorado,6,Malaysia,356.02,366.65,417.28,391.94
Colorado,7,Netherlands,290.08,228.37,275.77,304.8
Colorado,8,Germany,261.65,326.31,313.71,301.25
Colorado,9,Hong Kong,237.98,207.05,233.73,243.2
Colorado,10,Taiwan,205.85,205.39,208.33,222.74
Colorado,11,United Kingdom,261.42,219.85,220.18,220.53
Colorado,12,Philippines,162.26,142.56,212.45,194.46
Colorado,13,Switzerland,249.98,230.35,171.01,191.05
Colorado,14,France,133.29,139.4,127.56,182.06
Colorado,15,Belgium,161.82,125.76,142.92,153.02
Colorado,16,Australia,155.2,142.84,168.59,146.37
Colorado,17,Brazil,98.35,102.55,120.18,141.96
Colorado,18,Thailand,62.76,68.41,64.89,96.9
Colorado,19,Italy,83.21,70.35,84.53,95.46
Colorado,20,Singapore,71.02,80.12,88.04,88.62
Colorado,21,India,92.58,82.06,83.39,85.78
Colorado,22,Chile,58.37,44.17,33.04,69.1
Colorado,23,Indonesia,35.45,50.43,69.88,65.5
Colorado,24,New Zealand,19.24,27.2,24.71,53.76
Colorado,25,Vietnam,26.96,29.63,45.47,51.78
Connecticut,0,World,15241.76,14393.83,14783.75,17399.91
Connecticut,0,Top 25,13701.18,12990.16,13349.26,15865.44
Connecticut,1,France,1942.95,1954.57,2114.07,3178.22
Connecticut,2,Germany,1654.17,1641.65,1824.69,2332.01
Connecticut,3,Canada,1623.05,1634.82,1906.95,1952.28
Connecticut,4,United Kingdom,885.38,893.2,1300.06,1485.64
Connecticut,5,Mexico,1318.75,1061.14,1036.23,948.48
Connecticut,6,China,1028.88,798.27,795.1,943.67
Connecticut,7,Netherlands,476.59,499.06,619.4,771.23
Connecticut,8,Japan,526.58,525.41,546.68,629.05
Connecticut,9,Singapore,278.49,333.72,399.48,623.28
Connecticut,10,"Korea, South",457.53,364.66,539.06,422.93
Connecticut,11,Belgium,259.92,241.81,171.64,242.65
Connecticut,12,Taiwan,115.12,137.95,180.78,229.62
Connecticut,13,Israel,118.73,148.64,128.63,206.62
Connecticut,14,Poland,76.72,61.75,137.52,206.41
Connecticut,15,Brazil,244.62,213.89,181.74,205.03
Connecticut,16,United Arab Emirates,1592.08,1241.81,174.44,190.22
Connecticut,17,Hong Kong,188.87,231.25,209.74,179.47
Connecticut,18,Italy,111.24,111.5,142.34,173.11
Connecticut,19,Malaysia,113.14,116.57,134.75,157.09
Connecticut,20,Switzerland,161.19,204.22,144.79,152.58
Connecticut,21,Turkey,103.93,103.86,130.11,144.2
Connecticut,22,India,93.63,100.39,130.18,138.28
Connecticut,23,Dominican Republic,138.27,124.09,120.12,130.75
Connecticut,24,Australia,104.43,114.21,188.52,112.77
Connecticut,25,Spain,86.91,131.72,92.23,109.85
Delaware,0,World,5407.66,4517.47,4565.61,4703.21
Delaware,0,Top 25,4801.58,3909.89,4005.86,4222.41
Delaware,1,Canada,579.48,545.48,603.78,715.96
Delaware,2,United Kingdom,882,549.31,323.5,404.47
Delaware,3,China,387.46,340.82,353.36,380.77
Delaware,4,Belgium,131.76,140.12,199.95,367.35
Delaware,5,Saudi Arabia,704.67,373.96,499.05,286.11
Delaware,6,Germany,262.87,310.96,231.49,239.03
Delaware,7,United Arab Emirates,387.23,381.61,252.14,212.13
Delaware,8,"Korea, South",61.26,59.24,116.53,195.86
Delaware,9,Kuwait,160.43,155.69,158.63,187.74
Delaware,10,Japan,190.64,163.67,178.22,176.02
Delaware,11,Mexico,153.15,143.04,327.19,156.1
Delaware,12,Singapore,112.05,112.49,135.37,124.4
Delaware,13,Netherlands,229.94,62.67,88.44,122.39
Delaware,14,Taiwan,95.59,97.61,118.31,116.45
Delaware,15,Hong Kong,152.75,77.83,86.99,80.81
Delaware,16,Costa Rica,62.67,55.15,60.27,61.08
Delaware,17,Equatorial Guinea,0.01,0.32,17.01,56.99
Delaware,18,Brazil,83.25,63.56,89.73,55.6
Delaware,19,Australia,12.39,104.74,20.13,53.86
Delaware,20,Bahamas,1.37,27.05,12.89,52
Delaware,21,Colombia,34.9,30.57,32.79,46.09
Delaware,22,India,38.56,39.81,36.69,41.23
Delaware,23,Uruguay,3.55,1.9,3.18,33.4
Delaware,24,Qatar,40.57,51.2,28.67,29.09
Delaware,25,Guatemala,33.02,21.1,31.56,27.46
District of Columbia,0,World,1088.01,1330.67,1483.08,2726.32
District of Columbia,0,Top 25,1012.76,1249.64,1419.47,2654.72
District of Columbia,1,Qatar,1.68,1.29,8.85,703.64
District of Columbia,2,United Arab Emirates,686.39,711.2,238.96,672.52
District of Columbia,3,United Kingdom,13.96,18.21,42.46,456.58
District of Columbia,4,Kuwait,25.24,109.59,788.77,146.44
District of Columbia,5,Egypt,0.16,10.79,22.87,129.47
District of Columbia,6,Morocco,47.35,79.32,81.45,95.33
District of Columbia,7,France,2.08,6.18,21.35,94.94
District of Columbia,8,Germany,5.09,3.51,2.91,43.48
District of Columbia,9,Bahrain,41.19,28.97,29.07,42.22
District of Columbia,10,Norway,25.82,55.21,33.58,39.21
District of Columbia,11,Brazil,25.71,47.76,29.49,31.72
District of Columbia,12,Italy,17.39,0.2,3.3,28.79
District of Columbia,13,Mexico,5.24,5.28,18.55,22.73
District of Columbia,14,Switzerland,9.72,116.96,26.6,21.23
District of Columbia,15,Oman,72.29,30.15,25.02,19.73
District of Columbia,16,Greece,0.95,4.52,5,17.4
District of Columbia,17,Finland,0.13,0,2.49,14.14
District of Columbia,18,Belgium,0.4,0.26,0.36,13.33
District of Columbia,19,Sweden,1.04,0.67,4.81,10.89
District of Columbia,20,India,4.69,1.84,7.55,9.39
District of Columbia,21,Canada,10.5,9.05,11.38,9.21
District of Columbia,22,Netherlands,1.31,1.33,3.17,8.48
District of Columbia,23,Chile,13.18,5.24,7.83,8.32
District of Columbia,24,Japan,0.57,1.42,1.87,7.85
District of Columbia,25,Australia,0.69,0.65,1.77,7.67
Florida,0,World,53903.08,52031.71,54914.29,57240.94
Florida,0,Top 25,37465.71,37780.07,40596.51,41928.85
Florida,1,Brazil,3696.97,3593.4,4086.39,4510.33
Florida,2,Canada,3904.61,3501.34,3585.06,3749.19
Florida,3,Mexico,2721.41,2830.1,3078.53,3335.06
Florida,4,Colombia,2537.81,2186.78,2298.55,2431.06
Florida,5,Germany,1797.29,1950.08,2368.29,2296.69
Florida,6,United Kingdom,1173.81,1425.42,1491.84,2103.38
Florida,7,China,1114.46,1205.57,1864.92,2073.82
Florida,8,Chile,1680.51,1872.69,1815.53,1927.58
Florida,9,Paraguay,1094.52,1508.71,2114.12,1781.21
Florida,10,Dominican Republic,1702.66,1708,1551.63,1673.94
Florida,11,Peru,1699.23,1498.86,1441.04,1496.91
Florida,12,Argentina,1465.67,1424.73,1670.21,1361.28
Florida,13,Costa Rica,1251.11,1264.86,1226.64,1179.41
Florida,14,Panama,1292.74,1306.6,1199.6,1152.13
Florida,15,Netherlands,852.31,962.67,1183.76,1138.94
Florida,16,Switzerland,1454.93,1243.95,1362.98,1111.63
Florida,17,Bahamas,975.56,937.38,1037.72,1067.15
Florida,18,France,751.52,901.85,1087.83,1048.83
Florida,19,Japan,905.06,1208.92,937.94,1011.52
Florida,20,Ecuador,944.76,693.93,913.35,985.7
Florida,21,Hong Kong,713.98,903.33,737.92,957.04
Florida,22,United Arab Emirates,1534.4,1487.54,1244.69,949.4
Florida,23,Italy,549.85,545.48,649.74,923.25
Florida,24,Guatemala,922.08,850.02,926.58,881.16
Florida,25,"Korea, South",728.44,767.86,721.66,782.24
Georgia,0,World,38596.03,35672.84,37223.84,40551.36
Georgia,0,Top 25,30153.13,27854.45,29361.23,31743.39
Georgia,1,Canada,6499.23,5848.7,6248.35,6229.83
Georgia,2,Mexico,3473.29,3527.07,3623.25,3909.03
Georgia,3,China,2652.87,2580.84,2836.66,2981.11
Georgia,4,Germany,1482.04,1584.77,1852.14,2296.01
Georgia,5,Singapore,1225.76,1294.77,1409.4,1634.49
Georgia,6,United Kingdom,1808.19,1345.58,1277.85,1590.86
Georgia,7,Japan,1366.62,1410.82,1360.43,1480.73
Georgia,8,Netherlands,810.66,760.96,1037.03,1315.66
Georgia,9,"Korea, South",846.56,980.56,869.57,1038.33
Georgia,10,Brazil,1216.89,914.79,859.05,841.53
Georgia,11,United Arab Emirates,743.17,727.88,815.56,812.49
Georgia,12,Belgium,744.25,746.49,684.21,765.51
Georgia,13,Australia,948.34,733.44,595.06,752.63
Georgia,14,India,392.12,396.11,1057.85,716.67
Georgia,15,Hong Kong,913.54,714.61,717.22,620.68
Georgia,16,Italy,658.59,532.16,606.52,609.21
Georgia,17,France,548.02,568.11,591.46,607.98
Georgia,18,Turkey,515.98,525.1,533.64,581.57
Georgia,19,Taiwan,499.78,413.8,438.48,544
Georgia,20,Chile,415,339.01,388.5,473.45
Georgia,21,Spain,305.34,283.88,308.51,433.98
Georgia,22,Dominican Republic,287.91,343.7,343.9,386.99
Georgia,23,Vietnam,405.31,359.14,276.74,380.32
Georgia,24,Indonesia,289.43,251.09,294.83,373.13
Georgia,25,Saudi Arabia,1104.24,671.1,335.04,367.21
Hawaii,0,World,1896.39,795.46,952.42,646.94
Hawaii,0,Top 25,1794.67,772.47,929.54,633.82
Hawaii,1,"Korea, South",45.69,49.79,118.61,222.17
Hawaii,2,Singapore,91.72,55.87,136.21,105.99
Hawaii,3,Japan,79.65,70.67,78.47,71.77
Hawaii,4,China,77.95,83.04,124.59,35.62
Hawaii,5,Taiwan,13.05,9.54,12.94,21.39
Hawaii,6,Vietnam,101.71,7.37,16.9,19.89
Hawaii,7,Malaysia,6.25,11.16,1.26,19.12
Hawaii,8,Netherlands,2.14,2.06,1.18,18.8
Hawaii,9,Canada,29.79,66.21,24.31,18.54
Hawaii,10,Hong Kong,21.36,18.05,13.87,16.15
Hawaii,11,Australia,1278.26,313.06,340.13,13.04
Hawaii,12,India,9.77,15.31,11,11.55
Hawaii,13,Bangladesh,0,4.11,13.37,10.64
Hawaii,14,New Zealand,8.95,32.45,7.04,10.42
Hawaii,15,United Kingdom,5.35,4.05,5.77,8.94
Hawaii,16,Philippines,6.71,4.79,5.57,5
Hawaii,17,Thailand,2.64,1.94,2.83,4.56
Hawaii,18,France,2.11,6.31,2.93,3.33
Hawaii,19,Indonesia,3.72,4.84,4.47,3.31
Hawaii,20,Micronesia,0.53,0.3,0.34,2.85
Hawaii,21,Sweden,1.27,1.58,1.85,2.73
Hawaii,22,Germany,2.33,3.63,2.31,2.45
Hawaii,23,Italy,1.27,0.54,1.38,2.1
Hawaii,24,Marshall Islands,1.36,4.82,1.74,2.04
Hawaii,25,Switzerland,1.07,0.99,0.47,1.44
Idaho,0,World,4302.09,4876.94,3864.1,4021.59
Idaho,0,Top 25,4068.72,4668.58,3638.07,3837.69
Idaho,1,Canada,978.54,939.38,845.47,926
Idaho,2,Taiwan,528.56,637.27,573.59,675.15
Idaho,3,China,560.7,620.52,353.26,417.26
Idaho,4,Singapore,421.46,902.53,459.01,345.04
Idaho,5,Mexico,264.09,235.89,231.48,230.11
Idaho,6,Japan,289.91,196.92,182.97,215.16
Idaho,7,United Kingdom,121.28,114.77,141.86,188.82
Idaho,8,Malaysia,122.95,344.85,120.11,111.04
Idaho,9,Hong Kong,85.95,82.72,111.36,109.06
Idaho,10,"Korea, South",220.15,154.7,170.69,107.62
Idaho,11,Netherlands,71.79,71.38,75.27,93.74
Idaho,12,Australia,64.3,55.71,64.42,72.28
Idaho,13,Philippines,65.17,57.58,60.55,68.23
Idaho,14,Germany,42.85,26.65,25.95,57.87
Idaho,15,France,45.41,34.89,25.45,33.4
Idaho,16,Brazil,61.2,65.23,49.19,32.2
Idaho,17,Spain,21.82,26.47,30.22,29.99
Idaho,18,New Zealand,11.81,11.6,10.87,21.7
Idaho,19,Chile,20.09,17.6,19.25,19.84
Idaho,20,Thailand,24.7,19.63,15.22,18.13
Idaho,21,Italy,8.38,12.29,14.19,15
Idaho,22,Ireland,7.98,7.52,5.25,14.1
Idaho,23,Denmark,9.84,11.82,10.93,12.35
Idaho,24,Peru,12.47,9.29,16.01,12.09
Idaho,25,Vietnam,7.3,11.35,25.49,11.51
Illinois,0,World,63368.69,59680.98,65186.97,65415.15
Illinois,0,Top 25,55865.3,52681.59,58142.9,58559.8
Illinois,1,Canada,17459.7,15922.5,17695,17635.77
Illinois,2,Mexico,9111,9488.86,9875.64,10188
Illinois,3,China,4851.26,5094.73,5271.09,3438.33
Illinois,4,Germany,3129.08,2780.96,3439.06,3307.43
Illinois,5,Australia,2640.97,2147.98,2613.72,3181.35
Illinois,6,Japan,2037.84,1973.2,2026.45,1980.34
Illinois,7,United Kingdom,1746.34,1679.67,1739.57,1900.51
Illinois,8,Brazil,1731.68,1288.83,1598.75,1806.14
Illinois,9,Netherlands,1919.28,1378.74,1711.24,1785.29
Illinois,10,Hong Kong,1158.6,1199.91,1416.24,1593.65
Illinois,11,Belgium,1610.39,1501.03,1665.15,1539.05
Illinois,12,Singapore,1174.57,1023.71,1168.13,1237.39
Illinois,13,"Korea, South",1100.41,1219.02,1120.42,1199.33
Illinois,14,France,797.03,838.89,836.01,978.3
Illinois,15,Taiwan,624.15,690.64,669.25,834.01
Illinois,16,Chile,693.37,502.4,712.15,821.53
Illinois,17,India,701.61,724.61,855.16,816.05
Illinois,18,South Africa,672.62,430.57,577.98,708.02
Illinois,19,Indonesia,354.88,460.84,541.83,567.29
Illinois,20,Russia,340.89,318.88,611.9,554.2
Illinois,21,Thailand,294.81,326.21,371.22,554.18
Illinois,22,Colombia,442.61,425.89,468.74,530.55
Illinois,23,United Arab Emirates,634.54,622.47,503.52,500.55
Illinois,24,Malaysia,304.97,298.86,292.68,459.23
Illinois,25,Italy,332.71,342.18,362.01,443.32
Indiana,0,World,33819.14,34650.96,37737.14,39338.64
Indiana,0,Top 25,31012.37,31967.25,34829.75,36450.26
Indiana,1,Canada,10988.27,11511.94,13163.84,13337.75
Indiana,2,Mexico,4916.77,4889.01,5064.42,5416.44
Indiana,3,Japan,1697.23,1656.38,1693.08,2066.35
Indiana,4,China,1265.29,1752.96,2067.56,2002.28
Indiana,5,Germany,1435.64,1781.01,1546.16,1532.13
Indiana,6,France,1478.16,1217.99,1557.44,1429.12
Indiana,7,Italy,1124.06,1191.98,1357.09,1380.59
Indiana,8,United Kingdom,1237.57,1418.75,1158.36,1199.84
Indiana,9,Netherlands,958.41,923.85,1045.29,1008.78
Indiana,10,Australia,512.41,767.46,951.27,988.75
Indiana,11,Belgium,728.67,573.82,584.15,986.53
Indiana,12,Brazil,574.4,454.21,624.95,801.64
Indiana,13,"Korea, South",693.14,566.47,518.91,696.85
Indiana,14,Ireland,915.82,444.49,970.65,634.23
Indiana,15,Afghanistan,67.9,326.23,326.8,474.92
Indiana,16,India,283.37,267.42,302.23,399.27
Indiana,17,Spain,526.26,464.77,363.24,378.29
Indiana,18,Singapore,214.2,244.11,278.2,337.72
Indiana,19,Hong Kong,233.03,225.35,194.88,242.76
Indiana,20,United Arab Emirates,182.53,257.23,227.17,219.85
Indiana,21,Argentina,159.89,197.68,194.04,209.1
Indiana,22,Colombia,212.74,172.51,163.49,193.39
Indiana,23,Taiwan,172.55,181.02,195.07,176.37
Indiana,24,Saudi Arabia,306.84,345.31,160.25,170.22
Indiana,25,Chile,127.21,135.31,121.21,167.06
Iowa,0,World,13238.36,12122.36,13399,14323.74
Iowa,0,Top 25,11853.84,10757.38,11842.76,12843.48
Iowa,1,Canada,3873.38,3369.67,4079.84,4238.2
Iowa,2,Mexico,2096.58,2273.56,2263.11,2336.38
Iowa,3,Japan,1130.7,1102.59,1007.69,964.46
Iowa,4,China,1204.07,499.48,587.48,625.6
Iowa,5,Germany,493.65,431.75,470.81,456.19
Iowa,6,Australia,338.63,294.45,379.76,412.16
Iowa,7,Brazil,257.31,252.03,271.37,411.87
Iowa,8,"Korea, South",347.51,267.94,298.27,388.57
Iowa,9,Egypt,42.31,93.57,47.31,381.51
Iowa,10,United Kingdom,288.56,237.68,330.65,335.38
Iowa,11,France,330,275.81,320.19,313.97
Iowa,12,Hong Kong,196.22,225.65,270.12,236.01
Iowa,13,Taiwan,135.4,154.93,170.78,207.93
Iowa,14,Netherlands,202.69,168.37,148.24,186.31
Iowa,15,Spain,90.49,94.15,127.23,181.14
Iowa,16,Ireland,120.37,189.87,189.62,164.79
Iowa,17,Colombia,147.96,146.83,80.84,160.15
Iowa,18,Russia,38.93,95.54,115.95,128.25
Iowa,19,Belgium,56.46,67.13,95.63,123.72
Iowa,20,Turkey,52.94,100,147.34,107.93
Iowa,21,India,74.75,80.68,87.5,107.86
Iowa,22,New Zealand,64.45,58.21,62.1,97.47
Iowa,23,Italy,102.42,98.88,97.74,96.17
Iowa,24,Singapore,106.05,111.87,119.39,93.77
Iowa,25,Argentina,62.02,66.75,73.81,87.69
Kansas,0,World,10689.48,10154.44,11243.47,11603.59
Kansas,0,Top 25,9191.24,8597.97,9595.5,9811.93
Kansas,1,Mexico,1797.77,1864.92,1882.15,2118.54
Kansas,2,Canada,2368.15,1786.89,2511.82,1921.63
Kansas,3,Japan,709.96,805.77,980.32,1008.08
Kansas,4,China,986.26,745.03,705.77,657.14
Kansas,5,United Kingdom,433.46,431.28,418.76,528.29
Kansas,6,Germany,308.22,367.78,430.27,480.7
Kansas,7,"Korea, South",213.28,222.15,281.85,413.02
Kansas,8,Singapore,192.45,236.03,256.34,336.46
Kansas,9,France,248.67,293.54,269.67,298.02
Kansas,10,Australia,203.16,252.31,195.14,239.68
Kansas,11,Taiwan,164.7,167.58,196.24,230.25
Kansas,12,Brazil,245.05,344.17,207.2,187.42
Kansas,13,Hong Kong,176.89,144.64,161.37,179.39
Kansas,14,Guatemala,9.23,37.65,46.36,148.32
Kansas,15,Spain,41.93,53.59,81.41,126.1
Kansas,16,Netherlands,129.39,101.64,90.05,120.79
Kansas,17,Italy,122.06,90.52,89,115.03
Kansas,18,Vietnam,84.73,75.53,67.01,114.69
Kansas,19,Belgium,88.6,92,103.63,93.64
Kansas,20,Philippines,112.23,56.23,84.94,87.08
Kansas,21,Malaysia,45.65,53.87,51.07,86.09
Kansas,22,Nigeria,304.63,160.16,218.28,83.79
Kansas,23,Thailand,65.81,72.36,90.21,83.26
Kansas,24,Switzerland,88.45,80.73,97.67,78.86
Kansas,25,Indonesia,50.52,61.62,78.96,75.69
Kentucky,0,World,27636.6,29201.01,30857.27,31757.17
Kentucky,0,Top 25,25831.22,27716.32,29439.58,30231.37
Kentucky,1,Canada,7259.5,7476.95,7709.77,7751.97
Kentucky,2,France,1773.76,2832.83,2937.47,3315.32
Kentucky,3,United Kingdom,2557.66,2837.75,3186.31,2959.76
Kentucky,4,Brazil,1738.99,2044.75,2436.52,2487.5
Kentucky,5,Mexico,2303.76,2226.95,2123.22,2272.66
Kentucky,6,China,1921.71,1760.38,2815.16,2181.19
Kentucky,7,Netherlands,942.41,971.48,1055.71,1310.77
Kentucky,8,Germany,945.31,999.16,1068.49,1163.72
Kentucky,9,Japan,1163.71,1066.67,1068.34,1079.59
Kentucky,10,Singapore,869.2,772.27,854.8,866.42
Kentucky,11,Austria,576.6,568.37,428.97,791.83
Kentucky,12,Malaysia,296.19,390.44,511.93,595.39
Kentucky,13,"Korea, South",417.52,538.55,559.98,517.8
Kentucky,14,Hong Kong,683.9,852.65,533.91,480.73
Kentucky,15,Australia,368.36,342.57,367.63,350.16
Kentucky,16,Italy,209.3,211.51,278.89,344.48
Kentucky,17,Belgium,483.86,446.48,384.12,316.68
Kentucky,18,Sweden,59.19,76.36,108.22,288.04
Kentucky,19,United Arab Emirates,214.35,168.24,172.81,242.99
