statename,rank,countryid,val2015,val2016,val2017,val2018
Tennessee,23,Israel,74.56,161.81,192.77,285.33
Tennessee,24,Netherlands,602.2,444.5,255.16,275.28
Tennessee,25,Sweden,297.91,272.13,261.37,237.72
Texas,0,World,252183.48,229256.54,263238.04,304623.27
Texas,0,Top 25,228298.68,209322.24,241138.05,278445.27
Texas,1,Mexico,84022.27,80958.01,89808.38,107019.72
Texas,2,China,40979.56,36637.86,42684.39,44494.99
Texas,3,Canada,15961.31,15234.65,18260.38,20205.06
Texas,4,Japan,6361.95,4929.32,6430.97,16734.62
Texas,5,"Korea, South",10335.68,7238.37,9080.99,8892.63
Texas,6,Saudi Arabia,7643.94,6313.41,7315.97,8160.36
Texas,7,Germany,8533.64,6723.97,7003.03,7576.91
Texas,8,Malaysia,3511.93,5277.47,5600.69,6839.81
Texas,9,Vietnam,5093.6,5824.73,4934.65,6010.47
Texas,10,United Kingdom,4786.22,3614.75,4076.27,5373.73
Texas,11,Brazil,4354.48,4052.72,5218.14,4753.9
Texas,12,Venezuela,7511.11,4855.13,4729.18,4462
Texas,13,Iraq,1598.82,2241.76,4568,4285.22
Texas,14,Thailand,2929.73,3350.67,4188.4,3949.94
Texas,15,Italy,2922.6,2967.85,3564.77,3764.2
Texas,16,Russia,3473.06,2589.95,2778.24,3662.24
Texas,17,India,3330.9,2387.99,3362.8,3654.75
Texas,18,France,3322.28,2851.37,3164.08,3437.1
Texas,19,Taiwan,2356.99,2330.84,2800.98,3286.49
Texas,20,Ireland,1610.76,2066.92,2909.23,2730.82
Texas,21,Colombia,2416.62,2389.54,2530.87,2655.83
Texas,22,Spain,1292.63,1278.58,1837.99,1822.92
Texas,23,Netherlands,1792.59,1323.43,1819.46,1779.21
Texas,24,Israel,1103.8,965.23,1323.76,1524.26
Texas,25,Singapore,1052.21,917.72,1146.43,1368.08
Utah,0,World,12101.89,12985.64,13896.94,15142.3
Utah,0,Top 25,10795.19,11788.72,12797.63,14351.11
Utah,1,Mexico,3337.63,3306.79,3303.28,3606.29
Utah,2,China,2231.71,1992.03,2521.17,2726.33
Utah,3,Canada,1822.31,2002.72,2187.06,1916.07
Utah,4,Peru,352.92,988.42,1375.43,1647.24
Utah,5,Brazil,715.69,1116.42,625.64,961.7
Utah,6,Taiwan,493.24,365.22,399.24,480.62
Utah,7,Japan,174.37,170.15,318.75,313.79
Utah,8,Germany,188.9,195.11,215.06,276.89
Utah,9,Chile,102.09,27.31,139.25,260.11
Utah,10,Nicaragua,205.86,234.27,184.33,258.01
Utah,11,France,173.43,181.74,173.96,227.36
Utah,12,Vietnam,132.71,159.95,207.66,209.76
Utah,13,Singapore,42,45.07,127.48,177.27
Utah,14,United Kingdom,91.49,111.69,138.58,166.52
Utah,15,Italy,126.63,133.55,100.52,148.3
Utah,16,Argentina,47.46,87.95,52.13,141.58
Utah,17,Austria,67.54,57.73,99.93,141.18
Utah,18,"Korea, South",105.95,128.13,114.72,126.64
Utah,19,India,85.08,98.6,103.57,120.07
Utah,20,Switzerland,48.48,51.81,83.33,102.61
Utah,21,Israel,38.12,54.16,73.67,95.32
Utah,22,Malaysia,69,150.54,77.07,71.77
Utah,23,Spain,53.86,45.61,56.52,70.23
Utah,24,Netherlands,36.09,36.28,60.23,53.85
Utah,25,Ireland,52.62,47.45,59.06,51.62
Virginia,0,World,25070.53,25870.8,29078.06,29465.43
Virginia,0,Top 25,22162.32,22663,25548.82,26134.57
Virginia,1,China,6915.93,7069.82,7643.4,7689.33
Virginia,2,Canada,1808.86,1919.93,2001.52,2225.94
Virginia,3,Germany,1711.29,2111.21,2509.47,2000.96
Virginia,4,Mexico,927.01,781.98,1195.35,1462.18
Virginia,5,Austria,790.8,805.14,1191.97,1333.28
Virginia,6,Malaysia,1188.47,1084.28,1363.4,1326.3
Virginia,7,France,440.73,650.69,885.23,1148.95
Virginia,8,Italy,738.06,869.25,899.99,1018.31
Virginia,9,Japan,1259.71,1222.5,1266.99,1004.19
Virginia,10,India,754.27,794.15,825.83,994.08
Virginia,11,United Kingdom,1199.82,769.91,698.85,773.15
Virginia,12,Vietnam,649.07,757.64,759.71,711.58
Virginia,13,Brazil,442.45,443.54,479.09,602.21
Virginia,14,Israel,481.6,383.78,552.37,549.49
Virginia,15,Singapore,291.05,284.32,416.43,422.11
Virginia,16,Indonesia,477.58,488.04,407.43,394.97
Virginia,17,Taiwan,312.66,309.36,368.25,384.52
Virginia,18,Thailand,197.52,248.63,327.55,355.81
Virginia,19,Spain,210.88,265.55,317.39,305.34
Virginia,20,Switzerland,222.98,222.17,259.55,280.03
Virginia,21,Turkey,242.82,241.7,275.96,265.3
Virginia,22,"Korea, South",397.83,421.9,344.2,237.86
Virginia,23,Netherlands,153.14,186.07,201.83,217.89
Virginia,24,Poland,158.71,147.04,162.68,216.52
Virginia,25,Sweden,189.09,184.41,194.39,214.26
Virgin Islands,0,World,130.86,591.39,1202.67,1464.04
Virgin Islands,0,Top 25,74.35,413.36,957.29,1439.1
Virgin Islands,1,India,3.04,76.51,314.98,400.98
Virgin Islands,2,Brazil,0.53,106.38,143.09,221.76
Virgin Islands,3,Argentina,0.32,0.19,77.32,153.25
Virgin Islands,4,Turkey,0.37,0.05,0.32,71.93
Virgin Islands,5,Spain,0.32,28.2,104.76,70.37
Virgin Islands,6,Venezuela,0.03,10.8,53.82,67.76
Virgin Islands,7,Canada,5.65,18.18,41.45,67.59
Virgin Islands,8,"Korea, South",0.28,7.02,0.42,67.41
Virgin Islands,9,Nigeria,0,62.76,38.77,50.1
Virgin Islands,10,Sweden,0.16,0.28,28.03,42.25
Virgin Islands,11,Saudi Arabia,10.99,0,0,31.85
Virgin Islands,12,Libya,0,0,17.61,31.23
Virgin Islands,13,Algeria,0,0,0,29.98
Virgin Islands,14,United Kingdom,3.69,1.81,10.08,27.3
Virgin Islands,15,Trinidad and Tobago,2.55,14.97,14.21,19.65
Virgin Islands,16,Azerbaijan,0,0,0,18.46
Virgin Islands,17,St Lucia,9.78,2.37,24.22,14.57
Virgin Islands,18,Cote d'Ivoire,0,0,0,11.51
Virgin Islands,19,China,10.29,17.45,8.44,9.45
Virgin Islands,20,Netherlands,7.65,23.28,6.43,5.54
Virgin Islands,21,Dominican Republic,10.49,13.27,58.7,5.53
Virgin Islands,22,Martinique,1.65,0,1.86,5.46
Virgin Islands,23,Italy,5.39,27.77,2.64,5.29
Virgin Islands,24,Guatemala,0.59,2.07,8.01,5.13
Virgin Islands,25,Suriname,0.57,0,2.14,4.75
Vermont,0,World,4062.93,3704.35,3590.63,3424.37
Vermont,0,Top 25,3926.7,3573.78,3474.74,3316.33
Vermont,1,Canada,2918.22,2560.12,2321.79,2256.15
Vermont,2,China,265.49,248.22,262.16,248.04
Vermont,3,France,54.31,118.65,158.96,134.19
Vermont,4,Vietnam,74.25,62.05,74.8,86.63
Vermont,5,India,64.99,59.25,70.69,73.62
Vermont,6,Germany,51.57,54.53,71.68,59.25
Vermont,7,Taiwan,41.66,39.97,45.67,56.16
Vermont,8,Mexico,32.76,42.84,52.42,51.51
Vermont,9,United Kingdom,66.14,42.82,39.96,38.06
Vermont,10,Japan,60.51,85.42,105.37,36.44
Vermont,11,Indonesia,53.41,45.44,53.68,36.41
Vermont,12,Italy,27.06,25.86,27.98,30.77
Vermont,13,Colombia,12.49,18.93,25.04,27.79
Vermont,14,Russia,40.31,36.56,22.31,27.6
Vermont,15,Malaysia,13.7,10.55,25.87,26.85
Vermont,16,"Korea, South",64.31,28.45,17.35,17.98
Vermont,17,Turkey,10.72,15.05,15.12,16.54
Vermont,18,Spain,14.59,13.05,14.51,15.38
Vermont,19,Austria,15.77,9.09,9.53,12.17
Vermont,20,Denmark,6.27,12.07,9.09,11.89
Vermont,21,Switzerland,10.99,16.65,11.83,11.71
Vermont,22,Brazil,9.34,13.84,12.3,11.59
Vermont,23,Netherlands,7.63,6.6,14.85,11.36
Vermont,24,Romania,8.95,4.52,5.16,10.24
Vermont,25,Philippines,1.24,3.3,6.61,7.99
Washington,0,World,51135.45,46978.41,49846.89,54394.86
Washington,0,Top 25,48474.29,44242.78,47264.13,51680.62
Washington,1,China,10370.42,11546.32,14574.96,16358.88
Washington,2,Canada,13341.82,12630.77,13339.09,13584.81
Washington,3,Japan,6689.86,5980.33,5262.14,6267.65
Washington,4,"Korea, South",2842.99,2116.89,2111.13,1982.23
Washington,5,Mexico,1307.34,1308.08,1280.13,1532.15
Washington,6,Russia,505.14,990.34,881.73,1304.43
Washington,7,Taiwan,2115.54,1749.59,1548.94,1254.54
Washington,8,Vietnam,907.99,983.26,1141.42,1249.9
Washington,9,Germany,918.33,781.92,734.91,910.85
Washington,10,Indonesia,397.64,464.44,615.67,688.14
Washington,11,Malaysia,504.39,457.1,457.84,640.5
Washington,12,France,1517.6,906.48,580.54,571.36
Washington,13,Thailand,1079.1,622.94,604.99,549.76
Washington,14,Brazil,301.47,238.55,730.61,504.59
Washington,15,United Kingdom,1471.89,762.6,448.54,496.3
Washington,16,India,452.73,361.03,424.82,481.64
Washington,17,Argentina,293.39,155.94,89.99,478.45
Washington,18,Italy,543.37,464.78,464.16,461.08
Washington,19,Netherlands,311.97,214.99,405.73,431.65
Washington,20,Australia,936.95,440.96,368.22,405.97
Washington,21,Saudi Arabia,282.84,17.62,156.87,397.03
Washington,22,Philippines,288.93,213.94,246.2,321.59
Washington,23,New Zealand,208.59,258.85,268.91,276.12
Washington,24,United Arab Emirates,88.28,155.4,286.75,272.05
Washington,25,Singapore,795.71,419.63,239.84,258.97
Wisconsin,0,World,23049.39,22410.92,27749.87,30992.41
Wisconsin,0,Top 25,20950.28,20520.51,25902.44,29077.53
Wisconsin,1,China,6221.27,5768.71,7140.1,8170.79
Wisconsin,2,Canada,4210.47,4074.02,4254.01,4806.3
Wisconsin,3,Ireland,86.78,192.07,3404.68,3248.73
Wisconsin,4,Mexico,2692.22,2741.33,2934,2901
Wisconsin,5,Germany,1285.94,1379.66,1539.56,1925.44
Wisconsin,6,Vietnam,961.68,818.68,880.24,992.99
Wisconsin,7,Italy,606.11,659.77,715.89,880.88
Wisconsin,8,India,674.2,636.45,686.67,765.24
Wisconsin,9,Japan,661.43,673.9,675.31,696.63
Wisconsin,10,Taiwan,581.39,514.07,574.41,648.99
Wisconsin,11,United Kingdom,346.69,347.79,387.82,631.5
Wisconsin,12,France,460.48,438.34,457.44,535.04
Wisconsin,13,"Korea, South",332.22,311.98,322.38,388.13
Wisconsin,14,Indonesia,372.2,332.61,289.37,299.17
Wisconsin,15,Singapore,31.66,31.03,32.83,255.36
Wisconsin,16,Netherlands,133.28,230.17,222.24,243.19
Wisconsin,17,Belgium,78.87,99.65,112.9,226.41
Wisconsin,18,Malaysia,142.01,182.41,152.78,205.34
Wisconsin,19,Spain,111.92,96.03,109.83,197.89
Wisconsin,20,Philippines,176.06,146.72,169.99,190.76
Wisconsin,21,Switzerland,177.02,205.93,178.31,189.52
Wisconsin,22,Thailand,127.77,108.3,122.87,180.36
Wisconsin,23,Finland,249.29,204.01,183.12,177
Wisconsin,24,Turkey,50.63,146.36,172.21,171.87
Wisconsin,25,Austria,178.69,180.49,183.49,149.02
West Virginia,0,World,3781.67,3331.38,3396.12,3435.23
West Virginia,0,Top 25,3660.83,3254.91,3289.14,3346.4
West Virginia,1,Canada,1161.46,1125.93,1270.93,1370.46
West Virginia,2,Japan,1259.07,1070.73,816.29,749.02
West Virginia,3,Germany,157.23,149.84,174.22,241.32
West Virginia,4,China,258.97,176.93,248,234.56
West Virginia,5,France,112.91,107.13,82.69,103.92
West Virginia,6,Italy,66.47,55.71,96.33,97.86
West Virginia,7,Mexico,219.6,230.18,206.36,85.94
West Virginia,8,United Kingdom,45.23,40.92,44.64,58.96
West Virginia,9,India,64.36,52.46,74.9,51.08
West Virginia,10,Poland,38.31,32.33,36.27,49.23
West Virginia,11,Spain,20.17,15.56,14.29,46.7
West Virginia,12,Taiwan,46.72,24.44,33.43,46.65
West Virginia,13,Singapore,1.15,3.25,22.84,32.95
West Virginia,14,Brazil,31.38,26.88,30.63,27.11
West Virginia,15,Belgium,40.05,36.84,28.28,23.98
West Virginia,16,Netherlands,18.69,21.68,23.08,20.42
West Virginia,17,Pakistan,23.73,20.51,22.28,18.82
West Virginia,18,"Korea, South",14.53,7.85,14.03,14.94
West Virginia,19,Switzerland,22.04,14.64,7.26,13.36
West Virginia,20,Luxembourg,8.63,9.73,10.01,11.94
West Virginia,21,Thailand,11.07,8.52,6.55,10.9
West Virginia,22,Austria,10.6,3.48,5.16,10.74
West Virginia,23,Vietnam,18.48,11.72,11.17,8.78
West Virginia,24,Australia,6.94,2.85,5.61,8.62
West Virginia,25,Norway,3.05,4.8,3.89,8.16
Wyoming,0,World,1144.86,876.53,858.48,1085.49
Wyoming,0,Top 25,1110.81,857.07,840.41,1069.06
Wyoming,1,Canada,815.72,541.34,587.22,730.8
Wyoming,2,China,138.83,147.03,152.96,166.05
Wyoming,3,Mexico,48.49,97.2,28.86,41.95
Wyoming,4,Germany,24.58,11.95,13.6,31.55
Wyoming,5,Italy,5.51,6.55,6.39,14.46
Wyoming,6,Japan,3.39,4.56,5.72,9.88
Wyoming,7,Austria,1.39,2.01,4.89,7.4
Wyoming,8,"Korea, South",8.58,7.03,2.49,6.43
Wyoming,9,United Kingdom,10.36,5.86,5.97,5.7
Wyoming,10,Netherlands,1.54,1.08,1.47,5.28
Wyoming,11,France,3.99,1.29,2.53,5.19
Wyoming,12,India,6.96,3.39,2.65,5.16
Wyoming,13,Taiwan,5.43,5.49,4.6,4.58
Wyoming,14,Sweden,3.94,3.32,4.49,4.48
Wyoming,15,Turkey,2.13,3.11,2.5,3.52
Wyoming,16,Thailand,15.36,4.64,1.32,3.48
Wyoming,17,Russia,0.12,0.03,0.02,3.3
Wyoming,18,Bulgaria,0.04,0.03,0.03,3.17
Wyoming,19,Australia,3.56,1.75,2.3,2.81
Wyoming,20,Denmark,0.63,0.43,0.83,2.8
Wyoming,21,Slovenia,1.03,3.05,2.68,2.64
Wyoming,22,Romania,2.93,1.96,2.99,2.34
Wyoming,23,Vietnam,2.5,1.57,2.15,2.13
Wyoming,24,Poland,0.27,0.33,0.55,1.99
Wyoming,25,Belgium,3.53,2.07,1.2,1.96
Unidentified,0,World,19071.2,20930.89,20747.77,19463.02
Unidentified,0,Top 25,17501.04,19259.07,19067.24,17849.28
Unidentified,1,China,3412.12,3293.15,3437.48,3694.47
Unidentified,2,Mexico,2909.33,3791.02,3734.74,3249.52
Unidentified,3,Canada,2860.39,2839.24,2772,2713.31
Unidentified,4,Germany,1440.01,1437.3,1498.75,1512.23
Unidentified,5,Japan,1894.38,2955.48,2612.74,1342.5
Unidentified,6,Taiwan,587.91,548.3,546.62,598.9
Unidentified,7,Italy,497.87,529.67,553.56,577.58
Unidentified,8,United Kingdom,487.91,461.53,479.55,489.45
Unidentified,9,France,421.72,375.48,405.41,400.8
Unidentified,10,Colombia,290.34,323.87,348.28,378.21
Unidentified,11,"Korea, South",336.63,331.17,315.37,345.39
Unidentified,12,India,256.56,260.94,278.12,320.91
Unidentified,13,Switzerland,266.54,265,268.78,273.21
Unidentified,14,Ecuador,165.45,192.66,202.79,209.67
Unidentified,15,Netherlands,221.22,202.77,162.86,190.73
Unidentified,16,Brazil,118.07,121.45,89.97,190.36
Unidentified,17,Malaysia,208.64,183.23,180.1,185.22
Unidentified,18,Spain,184.88,178.28,195.94,182.29
Unidentified,19,Thailand,180.42,168.99,175.27,178.51
Unidentified,20,Sweden,128.43,131,127.75,151.08
Unidentified,21,Czech Republic,124.49,145.42,176.65,145.05
Unidentified,22,Vietnam,119.41,116.66,159.29,136.72
Unidentified,23,Poland,124.78,147.58,126.65,135.61
Unidentified,24,Belgium,99.6,110.76,103.25,133.13
Unidentified,25,Singapore,163.94,148.14,115.32,114.44
